Name,Tags
Blue Reflection Ray,"Drama, Fantasy, GL, Magical Girl, Shoujo-ai, Based on a Video Game"
Yamaki x Taka no Tsume Daisakusen,"Comedy, Food and Beverage, Promotional, Short Episodes, Flash Animation"
Honey Tokyo,"Sci Fi, Promotional, Shorts, Tourism"
Makyuu Senjou,"Action, America, Superpowers, Violence"
Shugo Tokumaru: Poker,"Abstract, Music"
Tokyo Babylon: Vision,
ClariS: Wake Up,Crossover
New Hal & Bons,"Slice of Life, Animal Protagonists, Dogs, Non-Human Protagonists, Short Episodes, Stop Motion Animation"
Kusabiru,"Comedy, Family Friendly, Shorts"
Fate/Zero Cafe,"Comedy, Cafe, Chibi"
A Gaze in Summer 1.9.4.2,Shorts
Baton,"Action, Sci Fi, Androids, Cyborgs, Martial Arts, Robots, Thriller"
Hyper Speed GranDoll,"Action, Sci Fi"
Mameshiba x Kyary Pamyu Pamyu,"Commercials, Family Friendly, Promotional, Short Episodes"
Akiko Yano & YUKI: Banana ga Suki,"Abstract, Food Protagonists, Non-Human Protagonists, Outer Space"
Diabolik Lovers Recap,"Reverse Harem, Shoujo, Mansion, Recap, Supernatural, Vampires, Based on an Otome Game, Based on a Visual Novel"
Tripshots: Nebula,Vocaloid
Yoshida no Matsue Beauty Daisakusen,"Comedy, Promotional, Short Episodes, Tourism, Flash Animation"
Yura Yura Teikoku: Utsukushii,
sasakure.UK: The Fantastic Diagram of Futuristic Playdreams,Vocaloid
"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.","Josei, Romance, Short Episodes, Smut, Student-Teacher Relationship, Based on a Manga, Explicit Sex,, Mature Themes"
Shironeko Project: Zero Chronicle,"Action, Drama, Fantasy, Magic, Political, Royalty, Based on a Mobile Game, Violence"
"Kid's Castle","No Dialogue, Shorts"
Zunda Horizon,"Anime Tamago, Shorts, Supernatural, Vocaloid"
Mahou Shoujo Nante Mouiidesukara.,"Comedy, Fantasy, Magical Girl, Shounen, Henshin Heroes, Magic, Short Episodes, Based on a Manga"
ClariS: Naisho no Hanashi,
Shina Dark,"Action, Fantasy, Promotional, Based on a Manga, Nudity"
Super Milk-chan,"Crude, Episodic, Short Episodes, Original Work"
Brave Frontier x Taka no Tsume: Brave Funding Prologue,"Crossover, Parody, Based on a Mobile Game, Flash Animation"
Insufficient Direction,"Comedy, Slice of Life, Autobiographies, Married Life, Otaku Culture, Short Episodes, Based on a Manga"
"Brave Frontier x Taka no Tsume: Taka no Tsume-dan, Game ni Sanjou!","Crossover, Parody, Promotional, Superheroes, Based on a Mobile Game, Flash Animation"
Chrono Trigger,"Comedy, Fantasy, Family Friendly, Monsters, Robots, Shorts, Based on a Video Game"
Smash Hit Specials,"Comedy, Ecchi, Harem, Original Work"
Supepe: Goro-chan,"Cats, Family Friendly"
Four Seasons: Fuuka to Nanami,"Sports, Motorcycles, Promotional, Shorts, CG Animation"
Devilman: Crybaby - Digest Eizou,"Action, Horror, Demons, Lifestyle Change, Recap, Supernatural"
009 Re:Cyborg x Zip,"Crossover, Promotional, Short Episodes, CG Animation"
The Bluetones: 4-Day Weekend,"Romance, Abstract"
Irodorimidori: Muteki We Are One!!,"Chibi, Idols, Music"
Ballmastrz: 9009 ID,"Abstract, Commercials, Promotional"
Choro Q Dougram,"Comedy, Mecha, Sci Fi, Chibi, Crude, Parody, Real Robot"
Rockeppe,"Comedy, Crude, Family Friendly, Outer Space, Shorts"
Head Spoon,"Anthropomorphic, Food and Beverage, Shorts"
Mori no Andou,"Comedy, Shorts, Original Work"
End of the World,"Fantasy, Person in a Strange World, Shorts"
Big Wars,"Action, Sci Fi, Military, Outer Space, Psychic Powers, Superpowers, Based on a Novel, Drug Use,, Mature Themes,, Nudity,, Sexual Content,, Violence"
Manyuu Hiken-chou Specials,"Ecchi, Nudity,, Sexual Content"
Dark Side Cat,"Comedy, Animal Protagonists, Anthropomorphic, Cats, Non-Human Protagonists, Police, Short Episodes, Original Work"
Maryuu Senki,"Action, Fantasy, Horror, Seinen, Explicit Violence,, Nudity"
Usagi-chan de Cue!!,"Action, Comedy, Drama, Ecchi, Harem, Romance, Animal Characteristics, Panty Shots, Based on a Manga, Nudity"
Rhythm,"Abstract, Black and White, No Dialogue, Shorts"
Suzume no Oyado,"Black and White, Japanese Anime Classic Collection, Shorts"
Grimms Notes the Animation,"Action, Adventure, Fantasy, Magic, Based on a Fairy Tale, Based on a Mobile Game"
"A Child's Metaphysics","Abstract, No Dialogue, Shorts, Original Work"
sasakure.UK: Non-World Harmonize,"Drama, Sci Fi, Androids, Melancholy, Robots, War, Violence"
"Deniroo's Circus","Comedy, Stop Motion Animation"
2002-nen Baachan Ondo,"Sports, Minna no Uta, Soccer"
Cosmos Pink Shock,"Comedy, Sci Fi, Outer Space, Parody"
Kurayukaba Pilot,"Fantasy, Sci Fi, Original Work"
Flying Witch Petit,"Comedy, Shounen, Slice of Life, Chibi, Short Episodes, Based on a Manga, CG Animation"
Nurse Witch Komugi R,"Comedy, Magical Girl, Henshin Heroes, Idols, Magic, Parody"
Pantsu no Ana: Mambo de Ganbo!,"Comedy, Ecchi, Original Work"
Zarizari mo you no Ruru Tenten,Shorts
Maria Holic Alive: Runrunriru Ranranrara,
THE POTONE!: Nou Nen,"Romance, Abstract, Explicit Sex"
Landlock,"Action, Fantasy, Superpowers"
OSTER project: Gan Gan Ganba Link!!,"Crude, Vocaloid, Sexual Content"
Amakage,"Fantasy, Shorts"
40meterP: Heartbreak Headline,"Journalism, Vocaloid"
Kachou no Koi,"BL, Comedy, Romance, Slice of Life, Yaoi, Adult Couples, Boss-Employee Relationship, LGBT Themes, Mature Romance, Parody, Romantic Comedy, Work Life, Based on a Manga, Flash Animation, Sexual Content"
Why,"Sports, Abstract, Shorts"
Irodorimidori: Bang Babang Bang!!!,"Idols, Music"
Bernard,"Comedy, Animal Protagonists, Anthropomorphic, Bears, Korean Animation, Non-Human Protagonists, Short Episodes, Slapstick"
Shirokuro Obake no Ekaki Uta,"Family Friendly, Ghosts, Promotional, Supernatural, Based on a Picture Book"
Oira no Ski,"Comedy, Sports, Animal Protagonists, Black and White, No Dialogue, Non-Human Protagonists, Shorts"
Moekan,"Comedy, Romance, Island, Maids, Based on a Visual Novel"
music video orchestra,
Oh Dear,"Fantasy, Shorts, Original Work"
Kawawawawawada,Shorts
Very Private Lesson,"Comedy, Ecchi, Seinen, School Life, Student-Teacher Relationship, Based on a Manga, Mature Themes"
Kangaeru Renshuu,"Abstract, Shorts"
Selector Infected WIXOSS Specials,"Comedy, Picture Drama, Based on a Card Game"
Mai no Mahou to Katei no Hi,
Yomiuri Shimbun,"Commercials, Historical, Promotional"
Urawa no Usagi-chan Special,"Slice of Life, Promotional, School Life, Tourism, Original Work"
Baguda-jou no Touzoku,"Black and White, Shorts"
Mighty Thor: Battle Royale,"Comedy, Fantasy, Gods, Non-Human Protagonists, Norse Mythology, Parody, Promotional"
Ninja Batman x Poputepipikku Kindan no Collab CM,"Comedy, Commercials, Crossover, Parody, Promotional"
Chaos Dragon,"Action, Fantasy, Based on a Video Game"
Brave Frontier x Taka no Tsume: Collab Movie,"Comedy, Crossover, Parody, Promotional, Superheroes, Based on a Mobile Game, Flash Animation"
Hustle!! Tokitama-kun,"Sci Fi, Abstract, CG Animation"
Sword Gai 3DCG Promotional Movie,"Action, Fantasy, Seinen, Promotional, Based on a Manga, CG Animation"
Wish Me Mell,"Animal Protagonists, Family Friendly, Non-Human Protagonists, Rabbits, Sanrio Characters, Short Episodes"
Yamaki x Taka no Tsume Daisakusen Prologue,"Comedy, Crossover, Promotional, Flash Animation"
Gifuu Doudou!! Kanetsugu to Keiji,"Seinen, 16th Century, Feudal Japan, Historical, Martial Arts, Samurai, Based on a Manga"
Nazca,"Action, Kendo, Martial Arts, Reincarnation"
"Boku no Imouto wa ""Oosaka Okan"": Uchi no Onii-chan wa Tokyo Rule","Comedy, Siblings, Flash Animation, Original Work"
"Momotaro, Sacred Sailors","Black and White, Historical, Military, War, World War 2"
"DECO*27: HEART'S HOMING INSTINCT",Vocaloid
Machigerita-P: Halloween Patisserie Tricka Torka,Vocaloid
ClariS: Reunion,
Ani Tore! EX: Jigoku no Training,"Slice of Life, Chibi, Idols, POV, Original Work"
Glasslip,"Drama, Romance, Slice of Life, Coming of Age, Supernatural, Original Work"
"Luigi's Toy Adventure","Promotional, Shorts, Stop Motion Animation"
Kana Kana Kazoku: Shinnen no Goaisatsu,"Comedy, Shorts"
12-gatsu no Uta,Shorts
sasakure.UK: For Campanella,Vocaloid
Masterlink: Super Speed,Abstract
Yuyoyuppe: EZ DO DANCE,Vocaloid
Zekkyou Gakkyuu: Tensei,"Horror, Shoujo, Short Episodes, Supernatural, Based on a Manga"
Denki Groove: Mr. Empty,
Toshi: Cherry Blossom,Promotional
Dagram VS Round-Facer,"Action, Mecha, Sci Fi"
Kyoto Animation CM: Sora-hen,"Commercials, Promotional, Shorts"
Kikumana,"Abstract, Shorts"
Tonari no Onigiri-kun,"Commercials, Food and Beverage, Promotional, Short Episodes"
"The Anthem of the Heart x Sony Hi-Res ""Walkman"" and Headphone","Commercials, Promotional"
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,"Comedy, Crude, Family Friendly, Short Episodes, Flash Animation"
Ippatsu Hicchuu!! Devander,"Action, Mecha, Sci Fi, Aliens, Parody, Superpowers, Original Work"
Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Movie,"Comedy, Crossover, Parody, Superheroes, Flash Animation"
40meterP: Rain and Asphalt,"Melancholy, Vocaloid"
Gunbuster: Science Lessons Return,Original Work
Goulart Knights: Evoked The Beginning Black,"Action, Comedy, Shoujo, Supernatural, Based on a Manga, Violence"
"Wake Up, Girls Zoo!","Comedy, Chibi, Short Episodes, Zoo"
Synchro Noise,"Abstract, Shorts"
Pastel Kazoku,Promotional
Cubix - Robots For Everyone,"Action, Sci Fi, Korean Animation, Non-Human Protagonists, Robots, CG Animation, Original Work"
the dresscodes: Anime Mitai na,"Action, Sci Fi, Hand to Hand Combat, CG Animation"
Sekiei Ayakashi Mangatan,"Fantasy, Seinen, Historical, Short Episodes, Based on a Manga"
kous: Layering Human Shadows,Vocaloid
Fighting Foodons,"Action, Fantasy, Shounen, Anthropomorphic, Family Friendly, Food and Beverage, Food Protagonists, Monsters, Non-Human Protagonists, Tournaments, Based on a Manga"
ICE,"GL, Sci Fi, Shoujo-ai, Military, Post-apocalyptic, Original Work, Violence"
Powapowa-P: 3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,Vocaloid
Hendo Garden,Shorts
"Boku no Imouto wa ""Oosaka Okan"": Haishin Gentei Oosaka Okan.","Comedy, Siblings, Flash Animation, Original Work"
Nakano Harada Kekkon Kyousoukyoku,Shorts
Ai Mai Mii: Mousou Catastrophe,"Comedy, Gag, School Club, School Life, Short Episodes, Based on a 4-Koma Manga, Based on a Manga"
Kyoto Animation CM: Hassou-hen,"Commercials, Promotional, Shorts"
Samurai Jam: Bakumatsu Rock,"Comedy, 19th Century, Historical, Idols, Music, Rock Music, Based on a Video Game"
Hayashi-Fusai,Shorts
6♥Princess,"Fantasy, Magical Girl, Henshin Heroes, Magic, Promotional, Vocaloid, CG Animation"
Hoka Hoka Oden no Uta,"Food and Beverage, No Dialogue, POV, Restaurants, Shorts"
Girl from Phantasia,"Fantasy, Romance, Seinen, Magic, Sudden Girlfriend Appearance, Based on a Manga"
Daimaju Gekito Hagane no Oni,"Mecha, Sci Fi"
Oshiri Mae Man,"Comedy, Crude, Parody, Short Episodes, Superheroes, Vigilantes"
Harmagedon TV,Sci Fi
sasakure.UK: Butterfly Effect,
Sou x Fireworks,"Commercials, Food and Beverage, Promotional"
Wego Graphics,"Commercials, Promotional, Short Episodes"
Garo: Crimson Moon,"Action, Adventure, Fantasy, Dark Fantasy, Demons, Feudal Japan, Magic, Monster-of-the-week, Power Suits, Supernatural, Based on a TV Series"
Kandagawa Jet Girls,"Drama, Ecchi, Sports, Racing, School Club, Nudity"
Penguin no Mondai,"Comedy, Animal Protagonists, Anthropomorphic, Birds, Crude, Family Friendly, Non-Human Protagonists, Penguins, Short Episodes, Based on a Manga, CG Animation"
Amazing Nurse Nanako,"Comedy, Ecchi, Sci Fi, Medical, Military, Original Work"
Aguu: Tensai Ningyou,"Action, Drama, Supernatural, Based on a Manga, Violence"
Savior Of The Earth,"Action, Sci Fi, Korean Animation, Virtual Reality"
Compiler 2,"Comedy, Romance, Sci Fi, Seinen, Slice of Life, Aliens, Assassins, Non-Human Protagonists, Superpowers, Based on a Manga, Nudity"
Koi Suru Niwatori,Minna no Uta
Planzet,"Mecha, Sci Fi, Aliens, Military, Post-apocalyptic"
Fantastic Cell,"Black and White, Shorts"
112 Sabsections of Skyline,"Birds, Music, No Dialogue, Shorts"
Haitai Nanafa,"Comedy, Fantasy, Slice of Life, Family Friendly, Short Episodes, Original Work"
California Crisis: Gun Salvo,"Action, Adventure, Comedy, America, Original Work"
Kaitou Tenshi Twin Angel TV,"Comedy, Magical Girl, Henshin Heroes, Magic, Based on a Video Game"
Katana Maidens: Toji no Miko Recap,"Action, Recap, School Life, Supernatural, Swordplay, Tournaments, Original Work"
Mr. Children: Joutoku,"Abstract, Black and White"
Shukka Fuufu,Shorts
sleep warp: gene,Stop Motion Animation
Alice in Borderland CM,"Commercials, Promotional, Based on a Manga"
Mameshiba Gakuen,"Comedy, Promotional, School Life, Short Episodes"
Namie Amuro: B Who I Want 2 B,"Action, Virtual Reality, Vocaloid"
siinamota: MOSAIC,Vocaloid
the pillows: Instant Music,
Basilisk: The Ouka Ninja Scrolls,"Action, Drama, Seinen, 17th Century, Feudal Japan, Ninja, Based on a Manga, Violence"
mathru: Bacterial Contamination,"Horror, Monsters, Vocaloid, CG Animation, Nudity"
Digital Juice,"Collections, Short Episodes"
Yumirose: Michi,"Family Friendly, Minna no Uta"
Future Man,"Shorts, Nudity,, Violence"
Animagear (2019),"Family Friendly, No Dialogue, Promotional, Shorts"
Bara Bara Film,Shorts
Phantom Thief Reinya,"Comedy, Convenience Store, Secret Identity, Short Episodes, Thieves, Based on a 4-Koma Manga, Based on a Manga"
Commercial War,"Abstract, Shorts"
Schick x Evangelion,"Commercials, Parody, Promotional, Short Episodes"
Bikini Warriors OVA 2,"Comedy, Ecchi, Fantasy, GL, Yuri, Parody, RPG, Short Episodes, Explicit Sex"
Lico & Gli,"Magic, Promotional"
RECORDER,Shorts
DECO*27: Ai Think So,Vocaloid
Megane Super x Taka no Tsume: Eye Care Ondo,"Commercials, Dancing, Promotional, Flash Animation"
Listeners,"Mecha, Sci Fi, Music, Super Robot, Original Work"
Dinosaur King,"Card Battles, Dinosaurs, Proxy Battles, Based on a Video Game"
Shiawasette Naani,"Happy Science, Religion, Shorts"
Cyclops Shoujo Saipuu,"Comedy, Ecchi, Brother Complex, School Life, Short Episodes, Siblings, Based on a 4-Koma Manga, Based on a Manga"
Akuma no Memumemu-chan,"Comedy, Ecchi, Supernatural, Based on a Manga"
Itsuka Aeru Kimi ni,"Promotional, Shorts, Time Travel, Tourism"
The Abashiri Family,"Action, Comedy, Ecchi, Shounen, Criminals, Gangs, Hand to Hand Combat, School Life, Based on a Manga, Violence"
Hana no Hi,"Black and White, Shorts"
TANK S.W.A.T. 01,"Action, Sci Fi, Cyborgs, Based on a Manga, CG Animation"
Beast Saga,"Action, Fantasy, Sci Fi, Shounen, Animal Protagonists, Anthropomorphic, Non-Human Protagonists, Short Episodes"
Battle Athletes Victory ReSTART!,"Sci Fi, Sports, All-Girls School, Blackmail, Boarding School, Outer Space, Terrorism, Tournaments, Emotional Abuse,, Mature Themes,, Physical Abuse,, Suicide"
That is the Bottleneck,"Mystery, Convenience Store, Short Episodes, Original Work"
Marching Giraffes,"Animal Protagonists, Family Friendly, Non-Human Protagonists, Shorts"
Zombie Clay Animation: Life of the Dead,"Short Episodes, Stop Motion Animation, Zombies"
Kerorinpasu,
Doubutsu Mura no Daisodou,"Animal Protagonists, Black and White, Forest, Japanese Anime Classic Collection, Non-Human Protagonists, Shorts, Original Work"
Blue Remains,"Sci Fi, Environmental, Post-apocalyptic, CG Animation, Original Work"
_summer Specials,"Comedy, Harem, Romance, Based on an Eroge, Based on a Visual Novel"
Band of Ninja,"Feudal Japan, Ninja, Violence"
Gokiburi-hime,"No Dialogue, Shorts, Original Work"
Makeruna!! Aku no Gundan!,"Comedy, Shounen, Aliens, Non-Human Protagonists, Short Episodes, Based on a 4-Koma Manga, Based on a Manga"
Happy-Go-Lucky Days,"BL, Drama, GL, Romance, Shoujo-ai, Shounen-ai, Coming of Age, Based on a Manga, Sexual Content"
Osekisho,"Black and White, No Dialogue, Shorts"
Ai Kawashima: Sora wa Koko ni Aru,"Animal Protagonists, Anthropomorphic, Non-Human Protagonists"
Blade & Soul Specials,"Comedy, Chibi"
DC Super Heroes vs. Eagle Talon Promotion Eizou,"Comedy, Commercials, Crossover, Parody, Superheroes, Superpowers, Flash Animation"
Nyago Dance,"Animal Protagonists, Black and White, Cats, Dancing, No Dialogue, Non-Human Protagonists, Shorts"
3-D Heaven,"Family Friendly, Minna no Uta"
Namakura Gatana: Kunoichi-hen,"Comedy, Ecchi, Black and White, Crude, Samurai, Shorts, Original Work"
Delpower X Bakuhatsu Miracle Genki!,"Action, Comedy, Mecha, Sci Fi, Parody, School Life, Super Robot, Original Work"
Vlad Love,"Comedy, GL, Shoujo-ai, School Club, Slapstick, Supernatural, Vampires, Original Work"
Jigen Loop,"Sci Fi, Shorts"
Karo & Piyobupt: Imagination,"Fantasy, No Dialogue, Shorts"
AFTERLOST,"Action, Drama, Fantasy, Mystery, Sci Fi, Conspiracy, Contemporary Fantasy, Human Experimentation, Urban Fantasy, Based on a Mobile Game"
sasakure.UK: The Fantastic Reality of Aesop,Vocaloid
Daimidaler: Prince vs. Penguin Empire,"Comedy, Ecchi, Mecha, Seinen, Parody, Based on a Manga, Nudity,, Sexual Content"
Galerians: Rion,"Horror, Sci Fi, Psychic Powers, Superpowers, CG Animation"
Sumire Uesaka: Kakumei-teki Broadway Shugisha Doumei,Comedy
Negadon: The Monster from Mars,"Action, Mecha, Sci Fi, Aliens, Military, Non-Human Protagonists, CG Animation"
Zeonic Toyota Special Movie,"Mecha, Cars, Commercials, Promotional, Short Episodes"
Kyoufu Densetsu Kaiki! Frankenstein,"Drama, Horror, Human Experimentation, Marvel Comics, Monsters, Based on a Comic Book, Animal Abuse,, Mature Themes,, Violence"
ATOLS: EDEN,"Black and White, Vocaloid"
Mirakururun Grand Purin!,"Animal Protagonists, Family Friendly, Hamsters, Non-Human Protagonists, Based on a Manga, CG Animation"
kous: Camille,Vocaloid
Birth,"Action, Adventure, Comedy, Sci Fi, Original Work"
SAY! Cho-oh Rap,Educational
Essential Free & Easy Cool Wax Danshi,"Comedy, Promotional, Short Episodes, Shorts"
A Feather Stare at the Dark,"Black and White, Shorts, Nudity"
40meterP: Heartbreak Monochrome,Vocaloid
Grand Blues!,"Adventure, Comedy, Fantasy, Chibi, Gag, Island, Short Episodes, Based on a 4-Koma Manga, Based on a Manga"
11eyes Picture Drama,"Comedy, Picture Drama, Nudity,, Violence"
Chinkoroheibei Tamatebako,"Adventure, Fantasy, Black and White, Shorts"
Seven Mortal Sins,"Action, Ecchi, Fantasy, Angels, Anthropomorphic, Borderline H, Demon King, Demons, Hell, Magic, Non-Human Protagonists, Revenge, Explicit Sex,, Mature Themes,, Physical Abuse,, Sexual Abuse"
Loups=Garous Picture Drama,Picture Drama
Wonder Egg Priority Special Edition,"Supernatural, Original Work"
Super Mario Brothers: Peach-hime Kyuushutsu Dai Sakusen,"Adventure, Fantasy, Family Friendly, Based on a Video Game"
A Long Day of Timbre,"Abstract, Shorts"
Bounty Dog,"Action, Sci Fi"
Kemurigusa Monogatari,"Black and White, No Dialogue, Shorts"
Open Your Mind,"Sci Fi, Abstract, CG Animation, Original Work"
Shinano Mainichi Shinbun,Promotional
Active Raid,"Action, Sci Fi, Police, Original Work"
"Tokyo Girls' Style: LolitA☆Strawberry in Summer",
"Don't Call Us a Junk Game!","Comedy, Chibi, Parody, RPG, Short Episodes, Flash Animation"
"Ulysses: Jeanne d'Arc and the Alchemist Knight","Action, Fantasy, Harem, 15th Century, Europe, France, Historical, Magic, Medieval, Nobility, Based on a Light Novel, Violence"
Horror News,"Drama, Horror, Shounen, Short Episodes, Supernatural, Based on a Manga"
Idol Incidents,"Idols, Music, Political, Showbiz, Original Work"
Chou Futsuu Toshi Kashiwa Densetsu R,"Comedy, Fantasy, Gag, Promotional, Short Episodes, Tourism"
Oyoge ya Oyoge,"Sports, Animal Protagonists, Black and White, Japanese Anime Classic Collection, Non-Human Protagonists, Shorts, Swimming, Original Work"
Ugokie Kori no Tatehiki,"Black and White, Shorts, Supernatural"
Sports Day,"Sports, Animal Protagonists, Anthropomorphic, Black and White, Japanese Anime Classic Collection, Non-Human Protagonists, Shorts, Original Work"
Gekidol,"Idols, Post-apocalyptic, Original Work"
Maruman Loose Leaf,"Commercials, Promotional"
Crimson Wolf,"Action, Martial Arts, Prophecy, Revenge, Based on a Manga, Explicit Sex,, Explicit Violence"
Hakone-chan,"Comedy, Seinen, Short Episodes, Supernatural, Based on a Manga"
Marvel Disk Wars: The Avengers,"Action, Adventure, Sci Fi, Marvel Comics, Superheroes, Superpowers, Based on a Comic Book"
Ganbare Chibi Godzilla,"Sci Fi, Chibi, Family Friendly, Kaijuu, Monsters, Promotional, Tokusatsu, Based on a Picture Book"
Kare Baka: Wagahai no Kare wa Baka de R,"Comedy, Romance, Seinen, School Life, Short Episodes, Based on a Manga"
Nekketsu Uchuujin,"Comedy, Sci Fi, Aliens, Non-Human Protagonists"
?/Rhythmic Triangles/Fighting Cards,"Abstract, Black and White, Shorts"
Norakuro Gochou,"Animal Protagonists, Anthropomorphic, Black and White, Dogs, Japanese Anime Classic Collection, Military, Non-Human Protagonists, Shorts, Based on a Manga"
Ame no Bus Stop-hen,Black and White
Kyoto Animation CM: Ajisai-hen,"Commercials, Dancing, Magic, Promotional, Shorts"
Big Order OVA,"Action, Shounen, Post-apocalyptic, Supernatural, Superpowers, Based on a Manga, Sexual Content"
Pharrell Williams: It Girl,Otaku Culture
10 Tokyo Warriors,"Action, Supernatural"
Sakura Wars the Animation,"Action, Sci Fi, Demons, Historical, Based on a Video Game, CG Animation"
Manga Hanasaka-jijii,"Black and White, No Dialogue, Shorts, Animal Abuse,, Mature Themes"
Sora no Momotaro,"Adventure, Animal Protagonists, Aviation, Black and White, Japanese Anime Classic Collection, Non-Human Protagonists, Shorts, Original Work"
Space Station No. 9,Sci Fi
Oi Pii-tan!!,"Promotional, Stop Motion Animation"
HiGH&LOW g-sword,"Comedy, Breaking the Fourth Wall, Chibi, Short Episodes, Based on a TV Series, Flash Animation"
Kremlin,"Comedy, Cats, Pets, Short Episodes, Flash Animation"
Cho no Sainan,"Animal Protagonists, Black and White, Insects, Japanese Anime Classic Collection, Non-Human Protagonists, Shorts, Original Work"
Kawaii Cook-san,Shorts
Maerchen Maedchen,"Fantasy, Magic, Person in a Strange World, School Life, Based on a Light Novel"
Katsudou Shashin,"No Dialogue, Shorts"
Where he can relax,"No Dialogue, Shorts, Stop Motion Animation, Work Life"
Riki-Oh 2: Child of Destruction,"Action, Seinen, Martial Arts, Based on a Manga, Explicit Violence"
Zekkyou Gakkyuu,"Horror, Shoujo, Promotional, Short Episodes, Supernatural, Based on a Manga"
Anime-gatari x Ghost in the Shell Collaboration,"Comedy, Crossover, Gag, Promotional, School Club, Flash Animation"
PES: Peace Eco Smile,"Promotional, Short Episodes, Original Work"
DECO*27: Tori no Ai Uta,"Unrequited Love, Vocaloid"
Love to Lie Angle,"Comedy, Ecchi, GL, Slice of Life, Yuri, Boarding House, Chibi, Love Triangle, Neighbors, Short Episodes, Based on a Manga, Nudity"
Ten no Kawa,"Adventure, Fantasy, Animal Protagonists, Family Friendly, Minna no Uta, Non-Human Protagonists, Rabbits"
IMERUAT: Black Ocean,Ship
Regalia: The Three Sacred Stars,"Action, Mecha, Sci Fi, Original Work"
Schoolgirl Strikers: Animation Channel,"Action, Sci Fi, All-Girls School, School Life, Based on a Mobile Game"
m-flo: Tripod Baby,"Sci Fi, Outer Space, Robots"
171 Eru: Majo Le Septet,Vocaloid
Gundam Reconguista in G,"Action, Drama, Mecha, Sci Fi, Animeism, Political, Original Work"
Sheep and Dinoduck,"Comedy, Animal Protagonists, Family Friendly, Korean Animation, No Dialogue, Non-Human Protagonists, Shorts, CG Animation, Original Work"
Pieces,"No Dialogue, Shorts"
Kandagawa Jet Girls OVA,"Comedy, Ecchi, Sports, Racing, School Club"
Teenage Mutant Ninja Turtles: Superman Legend,"Action, Sci Fi, Shounen, Animal Protagonists, Anthropomorphic, Ninja, Non-Human Protagonists, Superheroes, Superpowers, Based on a Comic Book"
Izakaya no Ichiya,"Black and White, Japanese Anime Classic Collection, Shorts"
sasakure.UK: A Soliloquy of The Boy who Cried Wolf,"Black and White, Vocaloid"
Kekkonshiki no Tori,Shorts
First Love Monster,"Comedy, Romance, Shoujo, Age Gap, Boarding House, Fetish, Neighbors, School Life, Based on a Manga"
Nurse Witch Komugi Z Special,Comedy
Cool Cool Bye,"Action, Adventure, Fantasy, Original Work"
Endride,"Action, Adventure, Fantasy, Person in a Strange World, Revenge, Original Work"
1980YEN: Takoyaki Story,"Abstract, Food and Beverage, Nudity,, Sexual Content"
Sugar Soldier,"Romance, Shoujo, School Life, Short Episodes, Based on a Manga"
Saru Masamune,"Black and White, Japanese Anime Classic Collection, No Dialogue, Shorts, Original Work"
40meterP: Hachigatsu no Kaze,"Childhood Friends, Vocaloid"
Saiyuuki: Son Gokuu Monogatari,"Adventure, Black and White, Journey to the West, No Dialogue, Shorts"
Rio: Rainbow Gate!,"Comedy, Ecchi, Gambling, Work Life, Based on a Video Game"
Karo & Piyobupt: A House,"Fantasy, Shorts"
Okashina Hotel,"Hotels and Inns, Shorts"
Platonic Chain,"Drama, Sci Fi, Hacking, Short Episodes, Social Media, CG Animation"
Japanese-English Pictionary,Shorts
"Kiwokuza: I've Been Working on the Railroad",Trains
Goara,"Comedy, Animal Protagonists, Bears, Family Friendly, Koalas, Non-Human Protagonists, Shorts"
"Ladybirds' Requiem","Abstract, Insects, Shorts"
Gunbuster Renewal EX,"Sci Fi, Original Work"
MIRROR,"Abstract, Shorts"
Defenders of Space,"Action, Mecha, Sci Fi, Aliens, Korean Animation, Sentient Mecha"
Usakame,"Comedy, Shounen, Sports, Gag, School Club, School Life, Short Episodes, Tennis, Based on a Manga"
Hentatsu,"Slice of Life, Animal Characteristics, Short Episodes, Original Work"
Legend of Lemnear,"Action, Adventure, Fantasy, Original Work, Nudity"
Ken to Mahou no Logres: Inishie no Megami x Fate/Extella,"Commercials, Promotional, Based on a Mobile Game"
Go! Go! 575,"Slice of Life, Idols, Short Episodes, Vocaloid, Based on a Video Game"
USA Weather Show,"Comedy, Animal Protagonists, Non-Human Protagonists, Shorts"
Gokicha!! Cockroach Girls,"Comedy, Seinen, Insects, Non-Human Protagonists, Short Episodes, Based on a 4-Koma Manga, Based on a Manga"
emon(Tes.): Sayonara Glider,Vocaloid
Genki-kun no Oshougatsu @ Tokyo-eki,"Shorts, Stop Motion Animation"
The Super Milk-chan Show,"Comedy, Crude, Episodic, Original Work"
Broots,"Mecha, Sci Fi, Combining Mecha, Sentient Mecha, Shorts, Super Robot, Transforming Mecha"
Suicide Squad x Taka no Tsume,"Sports, Baseball, Crossover, Parody, Short Episodes, Superheroes, Flash Animation"
Kyuutai Panic Adventure!,"Action, Shounen, Crossover, Martial Arts, Short Episodes, Superpowers"
Desert Knight,"Action, Desert, Middle Eastern, No Dialogue, Shorts, Original Work"
