anime_id,age_rating,age_rating_guide,average_rating,description,episode_count,episode_length,kind,poster_image,season,studio,tags,title,title_jp,total_length,year,year_end
3887,PG,Children,68.59,"A shy little Carino Coni is a rabbit boy who just started to live alone in the forest away from his family.
Everyday Coni's heart raises with joy playing with his siblings who lives nearby, but suddenly cries of lonesomeness, which he cannot explain.
This story is about all heart warming stories Coni encounters, and how he himself become not so lonely anymore as he gradually grows up.
(Source: playsetproducts.jp)",26,3,TV,https://media.kitsu.io/anime/poster_images/9080/original.jpg?1597690778,Spring,Robot,"Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Rabbits, Short Episodes, CG Animation",Carino Coni,カリーノ・コニ,78,2014,
3888,G,All Ages,61.90,Music video about Japanese oden.,1,2,music,https://media.kitsu.io/anime/poster_images/9081/original.jpg?1410197581,,,"Food and Beverage, No Dialogue, POV, Restaurants, Shorts",Hoka Hoka Oden no Uta,ほかほかおでんのうた,2,2012,
3890,R,Mild Nudity,68.59,"After his father leaves when he is very young, Kyosuke Murata grows up under the thumb of his overprotective mother, Shizuko. When he reaches adulthood, he is thrown into the harsh, violent world of Japanese gangland when his mother becomes involved in a gang-related crime. He goes up against the Murata-gumi organization, only to find that his estranged father is its head. Rising up through the ranks, Kyosuke eventually unites half the gangs in Japan beneath his own leadership, only to find that the other half have also combined to resist his new power, starting the greatest gang war in Japanese history. 
(Source: The Anime Encyclopedia)",3,52,OVA,https://media.kitsu.io/anime/poster_images/9089/original.jpg?1410262464,,Pierrot,"Action, Seinen, Based on a Manga",Otokogi,男樹,156,1990,1991
3891,PG,Teens 13 or older,59.42,OVA of Diabolik Lovers included with the upcoming game Diabolik Lovers DARK FATE.,1,11,OVA,https://media.kitsu.io/anime/poster_images/9093/original.png?1440464122,,Zexcs,"Reverse Harem, Shoujo, Mansion, Supernatural, Vampires, Based on an Otome Game, Based on a Visual Novel, Emotional Abuse,, Mature Themes,, Physical Abuse",Diabolik Lovers OVA,DIABOLIK LOVERS OAD,11,2015,
3892,G,All Ages,68.59,"Based on the novel A Christmas Carol by Charles Dickens.
(Source: AniDB)",1,55,special,https://media.kitsu.io/anime/poster_images/9094/original.jpg?1410465942,,Top Craft,"Drama, 19th Century, Christmas, England, Europe, Family Friendly, Ghosts, Historical, Supernatural, Based on a Novel",The Stingiest Man in Town,町一番のけちんぼう,55,1978,
3893,G,All Ages,77.90,"This season focuses on Akari Ozora, a first year at Starlight Academy who seeks to become a top idol like her upperclassman, Ichigo Hoshimiya. Akari gets a new roommate, Sumire the 'Ice Flower of the Stage' and later meets Hinaki who has been an rising idol since childhood.",51,22,TV,https://media.kitsu.io/anime/poster_images/9096/original.jpg?1597697300,Fall ,BN Pictures,"Idols, Music, Music School, School Life, Showbiz, Based on a Card Game",Aikatsu! 3,アイカツ! アイドルカツドウ!,1122,2014,2015
3894,PG,Children,68.59,"Unbeknownst to human history, the Kingdom of Spheres existed upon our earth long ago. The people of this kingdom would be regarded today as people with psychic powers. Unfortunately, like most other civilizations, as the gap widened more and more between the social classes, the Kingdom of Spheres was troubled by those greedy for power; and in the end it collapsed. Na Yeon is a mysterious girl who was found in the Antarctic after the destruction of Spheres.
One day Asten, the chairman of Sphere Union, who has a burning ambition to control the world, sent his followers to keep watch on Na Yeon. Na Yeon and her friends try to keep three artifacts, the keys to conquer the world, from the hands of Sphere Union.
(Source: Wikipedia)",26,30,TV,https://media.kitsu.io/anime/poster_images/9097/original.jpg?1597690642,Winter,Studio Kaab,"Fantasy, Korean Animation, Superpowers, Original Work",Spheres,スフィアーズ,780,2003,
3895,R,Mild Nudity,61.56,"The year is 2025. Five years have passed since the Tokyo Olympic Games were called off after deadly terrorist attacks. An international school run by the United Nations now stands in the former Olympic site on the edge of Tokyo Bay. Seven teenagers with special abilities, known as “Flowers,” are among the students.
Their student identities are only a cover for their real identities as members of an intelligence organization run by the UN. Their objective is to assassinate other teenagers who have the same abilities.The Flowers have no choice but to complete their missions without fail. Their organization has taken their family members hostage to ensure this. For the Flowers, failure would mean death not only for themselves but also for their loved ones.
This is the story of their struggle against cruel fate, and of how it is human nature to find hope, however bleak the outlook.
(Source: Official site)",1,38,OVA,https://media.kitsu.io/anime/poster_images/9098/original.jpg?1597699068,,Kinema Citrus,"Action, Sci Fi, Assassins, Thriller, Original Work, Nudity,, Violence",Under the Dog,UNDER THE DOG,38,2016,
3896,PG,Teens 13 or older,57.91,"DeNA promotional anime video for its line of mobile game. The mascot character for the line of games is called Mobami (a combination of ""mobile"" and ""beauty."")
(Source: ANN)",1,2,ONA,https://media.kitsu.io/anime/poster_images/9099/original.jpg?1410576551,,TRIGGER,"Fantasy, Promotional",Bishoujo Mobage: Mobami-chan,美少女Mobage モバミちゃん,2,2014,
3897,PG,Teens 13 or older,53.98,"In the post-apocalyptic aftermath of a war between machines and their creators, machines rule while humans exist in a state of servitude. Titular character Karen leads Resistance Group 11, an eclectic group of humans who find themselves fighting for their lives as they are hunted by the robots in each episode. Is this the end of humanity? Are they fighting a losing battle?
Through Karen, we delve into a struggle between right and wrong, between indifference and love that explores some of the deepest questions about humanity. What is the difference between a thinking machine and a human being? What is a soul?
(Source: Crunchyroll)",11,0,ONA,https://media.kitsu.io/anime/poster_images/9100/original.jpg?1597699215,Fall ,Next Media Animation,"Action, Sci Fi, Dystopia, Robots, Short Episodes, CG Animation, Original Work",Karen Senki,夏恋戦機,0,2014,
3906,G,All Ages,68.59,"Based on the shounen manga by Fujiko Fujio.
Note: Screened as a double feature with Doraemon: Nobita no Uchuu Kaitakushi.
(Source: AniDB)",1,75,movie,https://media.kitsu.io/anime/poster_images/9117/original.jpg?1411156517,,Shin-Ei Animation,"Adventure, Comedy, Fantasy, Horror, Shounen, Parody, Based on a Manga",Kaibutsu-kun: Kaibutsu Land e no Shoutai,怪物くん 怪物ランドへの招待,75,1981,
3907,G,All Ages,68.59,"This is a series of animated flash-shorts produced on NTV's ZIP! television programs starting on April 8, 2013. It is set to replace ZIP!'s previous anime shorts Ohayo Ninja Tai-Gatchaman shorts based on Science Ninja Team Gatchaman.
Mazinger ZIP! features the same characters from the original series involved in a series of small comedic sketches. 
(Source: Mazinger Wiki)",237,1,TV,https://media.kitsu.io/anime/poster_images/9121/original.jpg?1411156552,,,"Comedy, Mecha, Sci Fi, Parody, Short Episodes, Flash Animation",Mazinger ZIP!,マジンガーZIP!,237,2013,2014
3908,R,17+ (violence & profanity),72.10,"The year is 2071. Humanity has been pushed to the brink of extinction following the emergence of man-eating monsters called ""Aragami"" that boast an immunity to conventional weaponry. They ravaged the land, consuming almost everything in their path and leaving nothing in their wake. To combat them, an organization named Fenrir was formed as a last-ditch effort to save humanity through the use of ""God Eaters""—special humans infused with Oracle cells, allowing them to wield the God Arc, the only known weapon capable of killing an Aragami. One such God Eater is Lenka Utsugi, a New-Type whose God Arc takes the form of both blade and gun.
Now, as one of Fenrir's greatest weapons, Lenka must master his God Arc if he is to fulfill his desire of wiping out the Aragami once and for all. The monsters continue to be born en masse while the remnants of humanity struggle to survive the night. Only God Eaters stand between the Aragami and complete and total annihilation of the human race.
[Written by MAL Rewrite]",13,23,TV,https://media.kitsu.io/anime/poster_images/9130/original.png?1597698038,Summer,ufotable,"Action, Sci Fi, Monsters, Outside World, Post-apocalyptic, Swordplay, Based on a Video Game, Explicit Violence",God Eater,GOD EATER,299,2015,2016
3909,PG,Teens 13 or older,68.59,"A new waterfront area is being built in Tokyo, and Chinese mafia man Lin Haifeng wants to gain control of it by owning the majority stock of the company in charge of construction. Lin's plan is to use the waterfront as a gateway for the Chinese mafia in an attempt to turn Tokyo into a ""New Hong Kong"". After his friend Kurihara commits suicide after unknowingly helping Lin get a hold of some stocks, his friend Tsuyoshi Aiba aims to avenge his friend by keeping Lin from taking over the waterfront.
(Source: ANN)",1,45,OVA,https://media.kitsu.io/anime/poster_images/9134/original.jpg?1597691073,,GAINAX,"Drama, Seinen, Criminals, Gangs, Mafia, Revenge, Based on a Manga",Money Wars: Nerawareta Waterfront Keikaku,マネーウォーズ 狙われたウォーターフロント計画,45,1991,
3910,R,17+ (violence & profanity),72.27,"In Tokyo Ghoul √A, monsters live among humans, looking like them while craving their flesh. That is the world Ken Kaneki has struggled to navigate ever since a first date went horrifically awry and transformed him into a half-human, half-ghoul. For months, he has fought against his new cannibalistic hunger and violent tendencies. But after being captured and tortured by a sadistic ghoul, Kaneki has accepted his darker half as his only means for survival.
His choice could not be more timely. Tokyo has become a battleground between humans and ghouls. The CCG, a government agency created to deal with the perceived ghoul threat, has ramped up its efforts to eradicate the inhuman monsters. In response, the terrorist ghoul organization, Aogiri Tree, has made destroying the CCG its priority. And throughout it all, the ghouls who frequent the coffee shop Anteiku merely want to live a peaceful life. But Kaneki, who worked at Anteiku while he attempted to reconcile his human and ghoul halves, makes a shocking decision: he joins Aogiri Tree. Even as his choice sends shockwaves through his newfound friends, many more questions are raised. What is Aogiri Tree's true purpose? Will the CCG triumph over the ghouls? And has Kaneki truly betrayed his friends and everything that Anteiku stands for?",12,24,TV,https://media.kitsu.io/anime/poster_images/9135/original.png?1597697998,Winter,Pierrot,"Action, Horror, Seinen, Psychological, Supernatural, Thriller, Based on a Manga, Cannibalism,, Violence",Tokyo Ghoul √A,東京喰種√A,288,2015,
3911,R,17+ (violence & profanity),68.18,"Seeking revenge, Count Saazbaum, a Martian, attacked the Earth. Later on, the war between the Terrans and Martians ended with Earth's Terrans gaining the victory. However, nineteen months later, the battle between them continues. Martians still continue to invade the Earth and the Terrans continue to protect it.",12,23,TV,https://media.kitsu.io/anime/poster_images/9136/original.png?1597698535,Winter,A-1 Pictures,"Action, Mecha, Sci Fi, Conspiracy, Military, Political, Real Robot, War, Original Work",Aldnoah.Zero 2nd Season,アルドノア・ゼロ2ndシーズン,276,2015,
3912,PG,Children,68.59,"A lovely story of a little seagull Lou who thinks of himself as a barnacle.
(Source: Olive Studio)",52,7,TV,https://media.kitsu.io/anime/poster_images/9138/original.jpg?1597691619,,,"Slice of Life, Animal Protagonists, Birds, Family Friendly, Korean Animation, Non-Human Protagonists, Short Episodes, CG Animation",Barnacle Lou,따개비 루,364,2009,
3913,G,All Ages,68.59,"A short film about a man who rescues a tanuki. When the tanuki transforms himself into a teapot, he is given to a temple as a gift. Once inside the temple, the tanuki reverts to his true form and causes havoc.
(Source: AniDB)",1,15,movie,https://media.kitsu.io/anime/poster_images/9139/original.jpg?1597691077,,,"Fantasy, Black and White, Shorts",Bunbuku Chagama,文福茶釜,15,1928,
3918,G,All Ages,68.59,Based on a children's picture book written by Genki Kawamura (川村元気) and illustrated by Yuuki Mashiko (益子悠紀). ,1,13,movie,https://media.kitsu.io/anime/poster_images/9146/original.jpg?1411514553,,Marza Animation Planet,"Fantasy, Family Friendly, Non-Human Protagonists, Shorts, Based on a Picture Book, CG Animation",Moom,ムーム,13,2016,
3919,G,All Ages,68.59,"The film's story will start from the last scene of Nippon Animation's classic anime The Dog of Flanders, as the orphan Nello and his dog Patrash decide to take revenge instead of going to heaven. Nello and Patrash now orchestrates a shadowy organization, and Bakabon's family decides to confront them to save the world.

(Source: ANN)",1,85,movie,https://media.kitsu.io/anime/poster_images/9152/original.jpg?1449193424,,DLE,Comedy,Tensai Bakavon: Yomigaeru Flanders no Inu,天才バカヴォン ～蘇るフランダースの犬～,85,2015,
3920,PG,Children,66.27,"Haneru Tobitatsu is a hyperactive middle schooler with a passion for dancing. Inspired by his idol Jey El, the hottest star in the world of dancing, Haneru practices outside Memorial Hall every day after school. Unbeknownst to him, his ""secret"" practice sessions are being watched by Kanon Otosaki—her true identity being the famous online dancer, Rhythm—who also frequents the same location for practice. When Haneru finds out about this, he shows an immediate interest in teaming up with her.
Slowly realizing the joy of performing with others, the duo makes their way into the world of street dancing, where they meet Kumonosuke, Mizuki, and Yuzuru, ultimately forming the dance group ""Tribe Cool Crew."" As they face off against tough competition, they strive to one day realize their dream of sharing the stage with Jey El.
[Written by MAL Rewrite]",50,20,TV,https://media.kitsu.io/anime/poster_images/9153/original.jpg?1597684115,Fall ,BN Pictures,"Dancing, Family Friendly, Tournaments, Original Work",Tribe Cool Crew,トライブクルクル,1000,2014,2015
3921,PG,Teens 13 or older,78.42,Specials bundled with the Blu-ray/DVDs.,6,3,special,https://media.kitsu.io/anime/poster_images/9154/original.png?1597697189,,Doga Kobo,"Comedy, Shounen, Gag, School Life, Based on a 4-Koma Manga, Based on a Manga",Monthly Girls' Nozaki-kun Specials,月刊少女野崎くん ミニOVA,18,2014,2015
3922,R,Mild Nudity,44.13,An abstract work by Keichii Tanaami.,1,4,movie,https://media.kitsu.io/anime/poster_images/9157/original.jpg?1411827615,,,"Abstract, Black and White, No Dialogue, Shorts",Scrap Diary,スクラップ・ダイアリー,4,2002,
3923,G,All Ages,68.59,"Zundamaru is back... For now! Even without missions, we elite ninjas face grave dangers every day! (Anime Bancho)",3,0,ONA,https://media.kitsu.io/anime/poster_images/9163/original.jpg?1411843977,Winter,CoMix Wave Films,"Comedy, Anime Bancho, Black and White, Short Episodes",Hana no Zundamaru: Junk,花のずんだ丸 じゃんく,0,2014,
3924,PG,Teens 13 or older,68.59,"TV anime adaptation of Motomiya Hiroshi's manga ""Otoko Ippiki Gaki Daishou"" about young gang leader and all the trouble and fights his gang gets into, serialized in Weekly Shonen Jump.
(Source: AniDB)",156,10,TV,https://media.kitsu.io/anime/poster_images/9172/original.jpg?1597690991,,,"Action, Drama, Shounen, Delinquents, Short Episodes, Based on a Manga",Otoko Ippiki Gaki Daishou,男一匹ガキ大将,1560,1969,1970
3925,PG,Teens 13 or older,66.99,"Why should girls get to have all the fun? These magical boys are here to save the world from the loveless... at least that's what the pink wombat who gives them their magical powers wants them to do.
In Binan Koukou Chikyuu Bouei-bu Love!, the main characters are the members of the ""Earth Defense Club"" at the Binan High School, though all they really want to do is hang out, goof off, and relax at the nearby Kurotama Bath. One fateful day, though, a pink wombat appears out of nowhere and forces these five high school students to become ""Battle Lovers"" and protect Earth from a trio of villains who are taking orders from a green hedgehog. Over the course of the series, the Battle Lovers will take on a variety of fiends, including the chikuwabu monster, a chopstick phantom, a monster remote control, and plenty more strange enemies!
Will the heirs to the throne of love be able to protect Earth from those who want to destroy love? Or will the Earth Conquest Club fill the world with hate?",12,0,TV,https://media.kitsu.io/anime/poster_images/9173/original.jpg?1597698666,Winter,diomedea,"Comedy, Fantasy, Magical Girl, Aliens, All-Boys School, Contemporary Fantasy, Gag, Henshin Heroes, Magic, Parody, School Club, School Life, Original Work",Cute High Earth Defense Club LOVE!,美男高校地球防衛部LOVE!,0,2015,
3926,PG,Teens 13 or older,66.61,Second Season of Shounen Hollywood: Holly Stage for 49.,13,23,TV,https://media.kitsu.io/anime/poster_images/9175/original.jpg?1597698719,Winter,Zexcs,"Slice of Life, Idols, Showbiz, Work Life, Based on a Novel",Shounen Hollywood: Holly Stage for 50,少年ハリウッド-HOLLY STAGE FOR 50-,299,2015,
4450,R,Mild Nudity,26.70,"An early work of Kei Oyama, co-directed by Go Shimada, Izu Satoh, and Izumi Kojima.",1,3,movie,https://media.kitsu.io/anime/poster_images/10561/original.jpg?1424193953,,,"Abstract, Shorts, Stop Motion Animation, Explicit Sex",Nami,NAMI,3,2000,
3933,PG,Teens 13 or older,68.59,"Ichirou Azuma, a young amateur wrestler, wants to participate in the Olympics Games in Mexico.
(Source: ANN)",27,22,TV,https://media.kitsu.io/anime/poster_images/9190/original.jpg?1412321894,,Mushi Production,"Shounen, Sports, Black and White, Hand to Hand Combat, Wrestling, Based on a Manga",Animal 1,アニマル１,594,1968,
3934,G,All Ages,68.59,"A story based on Shimizu no Jirochou, an early yakuza who specialized in gambling and maritime transport.
The anime is composed of 10 stories. Each story was told over 3 episodes. The particular tale is based on Hirosawa Torazo II's telling; Hirosawa is a roukyoku/naniwabushi.",30,15,TV,https://media.kitsu.io/anime/poster_images/9193/original.jpg?1597690721,,Spring 2000,"Comedy, Historical",Anime Roukyoku Kikou Shimizu no Jirochouden,アニメ浪曲紀行 清水次郎長伝,450,2000,
3935,PG,Children,68.59,"Three friends find themselves on an adventure to Rainbow Mountain, a magical place where the first rainbow is said to have been created. However, getting to the top of the mountain requires courage and perseverance in the face of many challenges.",1,30,OVA,https://media.kitsu.io/anime/poster_images/9194/original.jpg?1412321920,,Toei Animation,"Adventure, Fantasy, Family Friendly, Isekai, Person in a Strange World",Rainbow Mountain,あの山に登ろうよ,30,2003,
3936,G,All Ages,68.59,"Legend has it that before the tunnel (Ao no Doumon) was built, people had to climb over the cliffs through which the tunnel is built to reach an important local shrine. The path was very dangerous and people regularly fell to their deaths. During the Edo period, a Buddhist monk named Zenkai, who had committed a murder in his earlier life, decided to build a safe passage for worshipers in order to atone for his crime. Beginning at the age of 49, he dedicated 30 years of his life to digging the 185 metre tunnel by hand, using only a hammer and chisel.
(Source: Wikipedia)",1,14,OVA,https://media.kitsu.io/anime/poster_images/9196/original.jpg?1597691602,,,"Historical, Samurai, Shorts",Ao no Doumon,青の洞門,14,1999,
3937,G,All Ages,68.59,The friendship between Hiroshi from Japan and Adel from the South Pacific island the two live on is severely tested when Adel finds out that his grandfather was killed in a battle with the Japanese army. Will Adel forget their quarrel when Hiroshi's life is in danger?,1,40,OVA,https://media.kitsu.io/anime/poster_images/9197/original.jpg?1412321940,,,"Drama, Slice of Life, Ocean",The Boy and the Blue Sea,青い海と少年,40,1983,
3938,G,All Ages,68.59,A summary of the Araiguma Rascal full series aired as a TV specials. ,2,45,special,https://media.kitsu.io/anime/poster_images/9198/original.jpg?1412321946,,Nippon Animation,"Drama, America, Countryside, Historical, Recap, Based on a Novel",Araiguma Rascal Specials,世界名作劇場・完結版 あらいぐまラスカル,90,2000,
3939,PG,Teens 13 or older,68.59,Based on the shoujo manga by Fuyuki Rurika.,1,45,OVA,https://media.kitsu.io/anime/poster_images/9199/original.jpg?1412321954,,Studio Sign,"Fantasy, Romance, Shoujo, Based on a Manga",Aries: Shinwa no Seizakyuu,アリーズ -神話の星座宮-,45,1990,
3940,G,All Ages,68.59,Shorts that focus on a female bear's life.,11,0,ONA,https://media.kitsu.io/anime/poster_images/9200/original.jpg?1597691619,,Kachidoki Studio,"Comedy, Animal Protagonists, Bears, Coworkers, Non-Human Protagonists, Short Episodes, Work Life, Flash Animation",Arigatou Kumanofu,ありがとうくまのふ,0,2011,2013
3941,G,All Ages,68.59,"An animated biographical film about the life of Takae Tsuneo, who was dealt a heavy blow when he lost both of his arms but worked to help other people with disabilities. 
At the age of seventeen, Tsuneo is electrocuted during his job installing power lines and has both of his arms amputated. However, he decides to devote his life to poetry and literature, and begins to practice writing by holding a pen with his mouth. He eventually gets a job as a newspaper reporter, and turns his attention to other people dealing with disabilities.
(Source: Japanese Film Database)",1,82,movie,https://media.kitsu.io/anime/poster_images/9201/original.jpg?1412321965,,,"Drama, Slice of Life, Biographies, Disability, Family Friendly",Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,明日の希望 悲しみよありがとう 高江常男物語,82,2013,
3942,G,All Ages,68.59,A pseudo-historical movie that follows a modern day elementary schooler as he's tossed back into time to observe Aterui--a real leader of the Ainu (indigenous Japanese) who fights against the Imperial Court.,1,115,movie,https://media.kitsu.io/anime/poster_images/9203/original.jpg?1597690783,,Magic Bus,"Fantasy, Historical, Time Travel",Aterui,アテルイ,115,2002,
4451,G,All Ages,68.59,Enter Taro Shinkai's captivating dreamworld.,1,9,movie,https://media.kitsu.io/anime/poster_images/10562/original.jpg?1424193959,,,Shorts,Phantasm,Phantasm,9,2013,
3947,G,All Ages,68.59,The first theatrical Bonobono movie.,1,103,movie,https://media.kitsu.io/anime/poster_images/9220/original.jpg?1597690649,,Group TAC,"Comedy, Animal Protagonists, Forest, Non-Human Protagonists, Based on a 4-Koma Manga, Based on a Manga",Bonobono,ぼのぼの,103,1995,1996
3948,G,All Ages,68.59,The first theatrical Bonobono movie.,1,103,movie,https://media.kitsu.io/anime/poster_images/9220/original.jpg?1597690649,,Group TAC,"Comedy, Animal Protagonists, Forest, Non-Human Protagonists, Based on a 4-Koma Manga, Based on a Manga",Bonobono,ぼのぼの,103,1995,1996
3949,G,All Ages,68.59,The first theatrical Bonobono movie.,1,103,movie,https://media.kitsu.io/anime/poster_images/9220/original.jpg?1597690649,,Group TAC,"Comedy, Animal Protagonists, Forest, Non-Human Protagonists, Based on a 4-Koma Manga, Based on a Manga",Bonobono,ぼのぼの,103,1995,1996
3950,G,All Ages,60.44,Short animation directed by an illustrator and picture book writer Furukawa Taku.,1,5,movie,https://media.kitsu.io/anime/poster_images/9222/original.jpg?1412322107,,,"Abstract, Black and White, Shorts",Calligraffiti,カリグラフィティー,5,1982,
3951,PG,Children,68.59,Based on the childrens' book by Kanzawa Toshiko.,1,65,movie,https://media.kitsu.io/anime/poster_images/9226/original.jpg?1412322129,,,"Adventure, Family Friendly",Chibikko Kamu no Bouken,ちびっこカムのぼうけん,65,1976,
3952,G,All Ages,68.59,"Tiny schoolgirl Chiiko develops a crush on older boy Sally and believes herself to be his girlfriend, although Sally is already involved in a love triangle with a girl called Tonko.
(Source: The Anime Encyclopedia)",1,70,special,https://media.kitsu.io/anime/poster_images/9227/original.jpg?1597691071,,,"Romance, Shoujo, Based on a Manga",Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,小さな恋のものがたり チッチとサリー初恋の四季,70,1984,
3953,PG,Teens 13 or older,68.59,"A follow-up to the same studio's Helen Keller anime, A Little Love Letter kept the handicapped theme but focused on a wholly Japanese story. During the 1970s, actress Mariko Miyagi became heavily involved in the Silk Tree Academy (Nemunoki Gakuen), a rehabilitation center for disabled children. She appeared in several live-action films to promote the project, including The Silk Tree Ballad, Mariko-Mother, and Children Drawing Rainbows. This anime charts the 14-year period of Miyagi's stewardship of the academy and her relationships with several of the children. Divided into four seasonal chapters, the film uses highly realistic character designs based on the actual people involved and features storyboarding from the versatile Star Blazers-director Noboru Ishiguro.
(Source: AnimeVice)",1,84,special,https://media.kitsu.io/anime/poster_images/9229/original.jpg?1412322159,,,"Drama, School Life",Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,小さなラブレター まり子とねむの木の子供たち,84,1981,
3954,G,All Ages,68.59,"A goofy comedy series with various stories featuring the same set of characters.
(Source: AniDB)",26,30,TV,https://media.kitsu.io/anime/poster_images/9230/original.jpg?1412322165,,Shin-Ei Animation,"Adventure, Comedy, Black and White, Gag, Based on a Manga",Chingou Muchabee,珍豪ムチャ兵衛,780,1971,
3955,G,All Ages,68.59,"Based on the novel ""Chironup no Kitsune (Foxes of Chironup)"" by Hiroyuki Takahashi.",1,72,movie,https://media.kitsu.io/anime/poster_images/9231/original.jpg?1412322171,,Studio Junio,"Drama, Animal Protagonists, Non-Human Protagonists, Based on a Novel",Chironup no Kitsune,チロヌップのきつね,72,1987,
3956,G,All Ages,68.59,A Minna no Uta video for a song from Dark Ducks.,1,2,music,https://media.kitsu.io/anime/poster_images/9235/original.jpg?1597691106,,,"Black and White, Family Friendly, Minna no Uta",Clarinet Kowashichatta,クラリネットこわしちゃった,2,1963,
3957,G,All Ages,68.59,A bizarre short about a man who wakes up by a bunch of clocks only to act as a cuckoo clock for a room full of chickens at a bar.,1,1,special,https://media.kitsu.io/anime/poster_images/9236/original.jpg?1412322207,,RG Animation Studios,"Korean Animation, Shorts",Clock,CLOCK,1,1999,
3980,PG,Teens 13 or older,68.59,"A race car driver competes around the world in a race car left to him by his father.
(Source: AniDB)",17,25,TV,https://media.kitsu.io/anime/poster_images/9276/original.jpg?1412322487,,Toei Animation,"Action, Sports, Cars, Racing, Original Work",Gekisou! Rubenkaiser,激走! ルーベンカイザー,425,1977,1978
3958,PG,Teens 13 or older,68.59,"Studio Kaab's first work--an inspiring interactive animation.
We follow the lives and turmoils of seven outcasted 17 year olds and you--the protagonist. Between the aches of being a girl who's younger than her body looks or a boy who'd rather get into fist fights than give handshakes, we found a piece of ourselves within the outcasted teens that's abnormal. Like a four leaf clover. Which are said to bring luck even though it is a mutant in the sea of three leaves. And so the curtain rises to glimpse at these four leaf Clovers--4 boys and 3 girls.
(Source: Studio Kaab) ",24,3,ONA,https://media.kitsu.io/anime/poster_images/9237/original.jpg?1597690708,,Studio Kaab,"Drama, Korean Animation, School Life",Clover 4/3,클로버 4/3,72,2000,
3959,G,All Ages,68.59,A Backkom short about him meeting an alien that aired between the 1st and 2nd season.,1,3,special,https://media.kitsu.io/anime/poster_images/9239/original.jpg?1597690872,,RG Animation Studios,"Sci Fi, Aliens, Animal Protagonists, Anthropomorphic, Bears, Family Friendly, Korean Animation, Non-Human Protagonists, Shorts",Contact 2,Contact 2,3,2006,
3960,G,All Ages,68.59,"Main character in this film, Mai, has a handicapped brother, who is totally deaf, called Dai-Chan. He is like a younger brother for Mai yet he is actually her older brother because Dai-Chan always asks Mai to hold him up with smiling all over. 
One day, an elementary school Mai goes to and a handicapped school Dai-Chan goes to start to communicate each other. And then, Mai's class mates started to make fun of Mai and draw a funny portrait of Dai-Chan on black board in the class. Mai gets shocked and hurt at that mischief. And moreover, their mother gets sickness at the same time. That's why Dai-Chan should enter in an orphanage for handicapped children; however, Mai really wants to take care of him by herself, so she tries to stop it. 
This story is written about a love of family, close bond, and relationship between human and human. We definitely have a common warm heart and a moment we have to use it with honest feeling. This film could remind us some important things we should never forget about our life.
(Source: AniDB)",1,80,movie,https://media.kitsu.io/anime/poster_images/9241/original.jpg?1597691072,,Tama Production,"Drama, School Life","Dai-chan, Daisuki.","大ちゃん, だいすき.",80,2007,
3961,G,All Ages,68.59,"Bataar, a young Mongolian boy, wishes to cure his father's leg that was injured during a war with a neighboring tribe. One day, a white horse suddenly appears before him and Bataar starts a magical journey through time to rewrite history and to prevent the war from ever happening!",1,30,OVA,https://media.kitsu.io/anime/poster_images/9242/original.jpg?1412322251,,Toei Animation,"Historical, Time Travel, War",The Prince and the White Horse,大草原と白馬,30,2000,
3962,R,17+ (violence & profanity),68.59,"Takekichi and Masakazu are two tough guys who are forced to go underground when they lose their boss in a turf war in this modern update of the classic Chinese novel ""Water Margin"". 
(Source: The Anime Encyclopedia)",2,50,OVA,https://media.kitsu.io/anime/poster_images/9245/original.jpg?1597690619,,J.C.Staff,"Action, Drama, Seinen, Based on a Manga",Don: Gokudou Suikoden,ドン 極道水滸伝,100,1992,
3963,G,All Ages,68.59,A retelling of Miyazawa Kenji's story of The Acorns and the Wildcat.,1,20,OVA,https://media.kitsu.io/anime/poster_images/9247/original.jpg?1597691199,,,"Drama, Fantasy, Anthropomorphic, Family Friendly, Historical",Donguri to Yamaneko (1995),どんぐりと山猫,20,1995,
3964,G,All Ages,68.59,DVD specials of the Donyatsu series.,2,2,special,https://media.kitsu.io/anime/poster_images/9249/original.jpg?1597690946,,Gathering,"Cats, Family Friendly, Non-Human Protagonists, Based on a Manga, CG Animation",Donyatsu Specials,どーにゃつ,4,2013,
3965,PG,Children,68.59,"Komachi is a little ghost who died during the Meiji Era and has hung around earth as a wandering spirit girl for over a hundred years. Komachi appears in the room of a young girl named Anko and the two get wrapped up in all sorts of adventures involving other ghosts and demons.
(Source: TV Asahi)",115,0,TV,https://media.kitsu.io/anime/poster_images/9250/original.jpg?1597691165,,Shin-Ei Animation,"Comedy, Slice of Life, Ghosts, Short Episodes, Supernatural, Based on a Manga",Dororonpa!,どろろんぱっ！,0,1991,
3966,G,All Ages,68.59,"Shown as a double feature with Dohyou no Oni-tachi.
(Source: AniDB)",1,55,movie,https://media.kitsu.io/anime/poster_images/9251/original.jpg?1412322315,,,"Drama, Sports, Hand to Hand Combat, Wrestling",Dosukoi! Wanpaku Dohyou,どすこい! わんぱく土俵,55,1995,
